pair_id,model,cosine_score,label,pair_type
pair_0824,all-minilm_latest,0.846088,duplicate,D2
pair_3147,all-minilm_latest,0.250335,not_duplicate,D4
pair_3286,all-minilm_latest,0.0843,not_duplicate,D4
pair_4371,all-minilm_latest,0.259949,not_duplicate,D4
pair_2275,all-minilm_latest,0.960157,duplicate,D2
pair_2850,all-minilm_latest,0.378703,not_duplicate,D3
pair_4215,all-minilm_latest,0.115942,not_duplicate,D4
pair_0853,all-minilm_latest,0.805898,duplicate,D2
pair_1383,all-minilm_latest,0.855778,duplicate,D2
pair_3305,all-minilm_latest,0.324529,not_duplicate,D4
pair_3995,all-minilm_latest,0.197276,not_duplicate,D4
pair_2756,all-minilm_latest,0.216033,not_duplicate,D3
pair_4420,all-minilm_latest,0.096277,not_duplicate,D4
pair_1158,all-minilm_latest,0.797183,duplicate,D2
pair_0871,all-minilm_latest,0.911518,duplicate,D2
pair_2448,all-minilm_latest,0.897871,duplicate,D2
pair_2162,all-minilm_latest,0.919768,duplicate,D2
pair_4058,all-minilm_latest,0.232307,not_duplicate,D4
pair_0109,all-minilm_latest,0.789282,duplicate,D2
pair_3808,all-minilm_latest,0.002673,not_duplicate,D4
pair_1278,all-minilm_latest,0.79468,duplicate,D2
pair_2544,all-minilm_latest,0.354803,not_duplicate,D3
pair_3940,all-minilm_latest,0.165153,not_duplicate,D4
pair_0986,all-minilm_latest,0.787117,duplicate,D2
pair_0664,all-minilm_latest,0.795204,duplicate,D2
pair_0645,all-minilm_latest,0.828559,duplicate,D2
pair_0556,all-minilm_latest,0.92372,duplicate,D2
pair_0112,all-minilm_latest,0.889076,duplicate,D2
pair_1418,all-minilm_latest,0.942862,duplicate,D2
pair_3216,all-minilm_latest,0.157166,not_duplicate,D4
pair_3596,all-minilm_latest,0.119303,not_duplicate,D4
pair_3815,all-minilm_latest,0.234815,not_duplicate,D4
pair_1367,all-minilm_latest,0.934536,duplicate,D2
pair_4056,all-minilm_latest,0.250702,not_duplicate,D4
pair_1909,all-minilm_latest,0.923499,duplicate,D2
pair_2211,all-minilm_latest,0.96232,duplicate,D2
pair_0266,all-minilm_latest,0.814098,duplicate,D2
pair_3910,all-minilm_latest,0.535339,not_duplicate,D4
pair_1446,all-minilm_latest,0.87056,duplicate,D2
pair_2518,all-minilm_latest,0.438087,not_duplicate,D3
pair_1473,all-minilm_latest,0.877538,duplicate,D2
pair_3160,all-minilm_latest,0.454538,not_duplicate,D4
pair_3737,all-minilm_latest,0.133759,not_duplicate,D4
pair_0749,all-minilm_latest,0.798247,duplicate,D2
pair_2070,all-minilm_latest,0.963705,duplicate,D2
pair_3434,all-minilm_latest,0.144945,not_duplicate,D4
pair_3170,all-minilm_latest,0.073197,not_duplicate,D4
pair_0679,all-minilm_latest,0.963324,duplicate,D2
pair_1170,all-minilm_latest,0.85537,duplicate,D2
pair_3176,all-minilm_latest,0.174926,not_duplicate,D4
pair_4011,all-minilm_latest,0.0152,not_duplicate,D4
pair_3842,all-minilm_latest,0.446366,not_duplicate,D4
pair_1588,all-minilm_latest,0.875611,duplicate,D2
pair_4247,all-minilm_latest,0.651343,not_duplicate,D4
pair_3256,all-minilm_latest,0.097806,not_duplicate,D4
pair_0838,all-minilm_latest,0.548037,duplicate,D2
pair_2315,all-minilm_latest,0.874338,duplicate,D2
pair_2115,all-minilm_latest,0.967878,duplicate,D2
pair_0496,all-minilm_latest,0.751725,duplicate,D2
pair_2093,all-minilm_latest,0.843706,duplicate,D2
pair_0337,all-minilm_latest,0.786483,duplicate,D2
pair_3833,all-minilm_latest,0.518597,not_duplicate,D4
pair_2741,all-minilm_latest,0.641281,not_duplicate,D3
pair_1985,all-minilm_latest,0.792692,duplicate,D2
pair_4104,all-minilm_latest,0.261549,not_duplicate,D4
pair_0333,all-minilm_latest,0.841992,duplicate,D2
pair_0795,all-minilm_latest,0.664504,duplicate,D2
pair_2352,all-minilm_latest,0.88533,duplicate,D2
pair_2501,all-minilm_latest,0.197544,not_duplicate,D3
pair_1729,all-minilm_latest,0.807559,duplicate,D2
pair_0937,all-minilm_latest,0.720101,duplicate,D2
pair_2602,all-minilm_latest,0.140049,not_duplicate,D3
pair_2245,all-minilm_latest,0.934956,duplicate,D2
pair_2890,all-minilm_latest,0.657482,not_duplicate,D3
pair_3670,all-minilm_latest,0.139838,not_duplicate,D4
pair_4337,all-minilm_latest,0.129463,not_duplicate,D4
pair_2612,all-minilm_latest,0.563775,not_duplicate,D3
pair_0997,all-minilm_latest,0.880877,duplicate,D2
pair_0028,all-minilm_latest,0.635968,duplicate,D2
pair_2192,all-minilm_latest,0.84932,duplicate,D2
pair_1543,all-minilm_latest,0.927945,duplicate,D2
pair_2400,all-minilm_latest,0.957896,duplicate,D2
pair_2395,all-minilm_latest,0.944882,duplicate,D2
pair_0934,all-minilm_latest,0.877602,duplicate,D2
pair_1591,all-minilm_latest,0.939238,duplicate,D2
pair_3303,all-minilm_latest,0.18464,not_duplicate,D4
pair_1220,all-minilm_latest,0.779355,duplicate,D2
pair_2550,all-minilm_latest,0.305464,not_duplicate,D3
pair_4063,all-minilm_latest,0.493914,not_duplicate,D4
pair_2979,all-minilm_latest,0.157142,not_duplicate,D3
pair_1077,all-minilm_latest,0.827815,duplicate,D2
pair_3439,all-minilm_latest,0.23863,not_duplicate,D4
pair_0387,all-minilm_latest,0.8751,duplicate,D2
pair_2116,all-minilm_latest,0.936934,duplicate,D2
pair_1387,all-minilm_latest,0.885923,duplicate,D2
pair_3660,all-minilm_latest,0.265365,not_duplicate,D4
pair_3609,all-minilm_latest,0.171051,not_duplicate,D4
pair_0437,all-minilm_latest,0.827153,duplicate,D2
pair_0403,all-minilm_latest,0.817352,duplicate,D2
pair_3077,all-minilm_latest,0.63428,not_duplicate,D4
pair_4108,all-minilm_latest,0.197343,not_duplicate,D4
pair_0299,all-minilm_latest,0.795185,duplicate,D2
pair_0007,all-minilm_latest,0.972789,duplicate,D1
pair_3764,all-minilm_latest,0.179335,not_duplicate,D4
pair_1453,all-minilm_latest,0.950177,duplicate,D2
pair_0115,all-minilm_latest,0.751199,duplicate,D2
pair_3284,all-minilm_latest,0.139898,not_duplicate,D4
pair_2173,all-minilm_latest,0.847786,duplicate,D2
pair_2365,all-minilm_latest,0.953736,duplicate,D2
pair_4373,all-minilm_latest,0.16459,not_duplicate,D4
pair_1026,all-minilm_latest,0.825913,duplicate,D2
pair_3612,all-minilm_latest,0.215113,not_duplicate,D4
pair_4352,all-minilm_latest,0.186779,not_duplicate,D4
pair_0021,all-minilm_latest,0.555382,duplicate,D2
pair_2467,all-minilm_latest,0.940911,duplicate,D2
pair_1979,all-minilm_latest,0.966238,duplicate,D2
pair_4462,all-minilm_latest,0.289914,not_duplicate,D4
pair_1261,all-minilm_latest,0.901948,duplicate,D2
pair_2643,all-minilm_latest,0.602454,not_duplicate,D3
pair_3767,all-minilm_latest,0.351369,not_duplicate,D4
pair_4320,all-minilm_latest,0.228376,not_duplicate,D4
pair_0327,all-minilm_latest,0.822791,duplicate,D2
pair_2805,all-minilm_latest,0.76709,not_duplicate,D3
pair_4049,all-minilm_latest,0.172832,not_duplicate,D4
pair_4046,all-minilm_latest,0.198857,not_duplicate,D4
pair_3826,all-minilm_latest,0.151543,not_duplicate,D4
pair_2251,all-minilm_latest,0.926147,duplicate,D2
pair_0178,all-minilm_latest,0.555854,duplicate,D2
pair_1633,all-minilm_latest,0.906752,duplicate,D2
pair_2469,all-minilm_latest,0.9291,duplicate,D2
pair_3645,all-minilm_latest,0.523425,not_duplicate,D4
pair_0940,all-minilm_latest,0.771867,duplicate,D2
pair_3500,all-minilm_latest,0.281572,not_duplicate,D4
pair_1688,all-minilm_latest,0.890357,duplicate,D2
pair_0796,all-minilm_latest,0.610566,duplicate,D2
pair_0210,all-minilm_latest,0.8428,duplicate,D2
pair_3199,all-minilm_latest,0.278689,not_duplicate,D4
pair_1399,all-minilm_latest,0.935879,duplicate,D2
pair_2624,all-minilm_latest,0.106315,not_duplicate,D3
pair_2593,all-minilm_latest,0.177754,not_duplicate,D3
pair_1224,all-minilm_latest,0.897578,duplicate,D2
pair_1544,all-minilm_latest,0.938486,duplicate,D2
pair_2032,all-minilm_latest,0.94234,duplicate,D2
pair_1702,all-minilm_latest,0.831324,duplicate,D2
pair_0922,all-minilm_latest,0.80979,duplicate,D2
pair_0713,all-minilm_latest,0.765121,duplicate,D2
pair_2208,all-minilm_latest,0.978506,duplicate,D2
pair_3201,all-minilm_latest,0.289601,not_duplicate,D4
pair_1507,all-minilm_latest,0.914166,duplicate,D2
pair_2234,all-minilm_latest,0.962857,duplicate,D2
pair_2788,all-minilm_latest,0.164481,not_duplicate,D3
pair_4354,all-minilm_latest,0.058285,not_duplicate,D4
pair_1006,all-minilm_latest,0.929655,duplicate,D2
pair_1978,all-minilm_latest,0.932932,duplicate,D2
pair_1114,all-minilm_latest,0.963953,duplicate,D2
pair_1319,all-minilm_latest,0.782553,duplicate,D2
pair_2613,all-minilm_latest,0.060273,not_duplicate,D3
pair_1271,all-minilm_latest,0.885727,duplicate,D2
pair_2417,all-minilm_latest,0.931453,duplicate,D2
pair_3511,all-minilm_latest,0.247009,not_duplicate,D4
pair_2590,all-minilm_latest,0.492756,not_duplicate,D3
pair_4301,all-minilm_latest,0.183354,not_duplicate,D4
pair_1364,all-minilm_latest,0.853812,duplicate,D2
pair_1612,all-minilm_latest,0.85591,duplicate,D2
pair_2152,all-minilm_latest,0.783204,duplicate,D2
pair_4133,all-minilm_latest,0.157882,not_duplicate,D4
pair_3233,all-minilm_latest,0.515051,not_duplicate,D4
pair_1044,all-minilm_latest,0.879762,duplicate,D2
pair_2891,all-minilm_latest,0.18736,not_duplicate,D3
pair_2328,all-minilm_latest,0.956136,duplicate,D2
pair_0542,all-minilm_latest,0.86713,duplicate,D2
pair_1009,all-minilm_latest,0.772076,duplicate,D2
pair_2909,all-minilm_latest,0.266836,not_duplicate,D3
pair_1816,all-minilm_latest,0.954335,duplicate,D2
pair_0959,all-minilm_latest,0.828609,duplicate,D2
pair_0924,all-minilm_latest,0.883907,duplicate,D2
pair_3939,all-minilm_latest,0.214528,not_duplicate,D4
pair_2441,all-minilm_latest,0.956477,duplicate,D2
pair_4089,all-minilm_latest,0.269116,not_duplicate,D4
pair_2202,all-minilm_latest,0.845146,duplicate,D2
pair_4161,all-minilm_latest,0.115114,not_duplicate,D4
pair_2416,all-minilm_latest,0.863896,duplicate,D2
pair_4067,all-minilm_latest,0.45597,not_duplicate,D4
pair_2307,all-minilm_latest,0.941908,duplicate,D2
pair_0141,all-minilm_latest,0.739409,duplicate,D2
pair_4340,all-minilm_latest,0.167207,not_duplicate,D4
pair_0971,all-minilm_latest,0.734981,duplicate,D2
pair_4388,all-minilm_latest,0.238026,not_duplicate,D4
pair_0371,all-minilm_latest,0.850746,duplicate,D2
pair_0966,all-minilm_latest,0.795175,duplicate,D2
pair_1184,all-minilm_latest,0.868285,duplicate,D2
pair_0304,all-minilm_latest,0.819907,duplicate,D2
pair_2064,all-minilm_latest,0.88051,duplicate,D2
pair_1655,all-minilm_latest,0.909893,duplicate,D2
pair_4070,all-minilm_latest,0.310178,not_duplicate,D4
pair_4165,all-minilm_latest,0.195399,not_duplicate,D4
pair_1508,all-minilm_latest,0.87259,duplicate,D2
pair_4111,all-minilm_latest,0.51002,not_duplicate,D4
pair_2526,all-minilm_latest,0.22257,not_duplicate,D3
pair_3971,all-minilm_latest,0.021173,not_duplicate,D4
pair_1576,all-minilm_latest,0.854039,duplicate,D2
pair_1104,all-minilm_latest,0.858515,duplicate,D2
pair_3415,all-minilm_latest,0.225333,not_duplicate,D4
pair_2881,all-minilm_latest,0.159167,not_duplicate,D3
pair_2773,all-minilm_latest,0.263206,not_duplicate,D3
pair_4432,all-minilm_latest,0.18192,not_duplicate,D4
pair_2119,all-minilm_latest,0.863913,duplicate,D2
pair_1407,all-minilm_latest,0.910422,duplicate,D2
pair_3338,all-minilm_latest,0.104648,not_duplicate,D4
pair_1286,all-minilm_latest,0.854092,duplicate,D2
pair_3095,all-minilm_latest,0.2902,not_duplicate,D4
pair_2589,all-minilm_latest,0.599935,not_duplicate,D3
pair_3871,all-minilm_latest,0.170005,not_duplicate,D4
pair_2887,all-minilm_latest,0.243203,not_duplicate,D3
pair_4446,all-minilm_latest,0.343091,not_duplicate,D4
pair_1171,all-minilm_latest,0.982547,duplicate,D2
pair_2808,all-minilm_latest,0.424964,not_duplicate,D3
pair_1391,all-minilm_latest,0.799204,duplicate,D2
pair_1787,all-minilm_latest,0.896372,duplicate,D2
pair_4236,all-minilm_latest,0.235785,not_duplicate,D4
pair_1559,all-minilm_latest,0.973881,duplicate,D2
pair_1964,all-minilm_latest,0.915707,duplicate,D2
pair_0821,all-minilm_latest,0.961977,duplicate,D2
pair_1370,all-minilm_latest,0.76234,duplicate,D2
pair_1589,all-minilm_latest,0.91789,duplicate,D2
pair_1023,all-minilm_latest,0.823251,duplicate,D2
pair_1673,all-minilm_latest,0.807579,duplicate,D2
pair_3608,all-minilm_latest,0.039942,not_duplicate,D4
pair_1206,all-minilm_latest,0.640842,duplicate,D2
pair_1586,all-minilm_latest,0.852309,duplicate,D2
pair_2289,all-minilm_latest,0.847132,duplicate,D2
pair_4004,all-minilm_latest,0.147634,not_duplicate,D4
pair_3466,all-minilm_latest,0.163119,not_duplicate,D4
pair_2144,all-minilm_latest,0.868997,duplicate,D2
pair_4092,all-minilm_latest,0.269101,not_duplicate,D4
pair_3108,all-minilm_latest,0.121342,not_duplicate,D4
pair_0563,all-minilm_latest,0.896609,duplicate,D2
pair_4455,all-minilm_latest,0.145061,not_duplicate,D4
pair_4020,all-minilm_latest,0.079303,not_duplicate,D4
pair_2870,all-minilm_latest,0.412662,not_duplicate,D3
pair_2980,all-minilm_latest,0.141307,not_duplicate,D3
pair_3392,all-minilm_latest,0.158918,not_duplicate,D4
pair_0781,all-minilm_latest,0.80043,duplicate,D2
pair_2681,all-minilm_latest,0.637017,not_duplicate,D3
pair_3781,all-minilm_latest,0.186192,not_duplicate,D4
pair_0829,all-minilm_latest,0.639269,duplicate,D2
pair_1324,all-minilm_latest,0.769413,duplicate,D2
pair_0136,all-minilm_latest,0.826898,duplicate,D2
pair_0950,all-minilm_latest,0.918314,duplicate,D2
pair_2385,all-minilm_latest,0.963794,duplicate,D2
pair_2599,all-minilm_latest,0.061189,not_duplicate,D3
pair_3039,all-minilm_latest,0.164503,not_duplicate,D3
pair_2266,all-minilm_latest,0.91933,duplicate,D2
pair_1679,all-minilm_latest,0.878384,duplicate,D2
pair_3443,all-minilm_latest,0.204481,not_duplicate,D4
pair_2748,all-minilm_latest,0.695922,not_duplicate,D3
pair_3855,all-minilm_latest,0.133227,not_duplicate,D4
pair_4351,all-minilm_latest,0.165698,not_duplicate,D4
pair_0235,all-minilm_latest,0.707074,duplicate,D2
pair_2687,all-minilm_latest,0.266519,not_duplicate,D3
pair_2291,all-minilm_latest,0.851953,duplicate,D2
pair_0791,all-minilm_latest,0.824723,duplicate,D2
pair_2308,all-minilm_latest,0.898295,duplicate,D2
pair_2480,all-minilm_latest,0.505926,not_duplicate,D3
pair_3437,all-minilm_latest,0.061116,not_duplicate,D4
pair_1984,all-minilm_latest,0.774359,duplicate,D2
pair_0634,all-minilm_latest,0.916959,duplicate,D2
pair_1136,all-minilm_latest,0.792078,duplicate,D2
pair_3801,all-minilm_latest,0.182779,not_duplicate,D4
pair_1561,all-minilm_latest,0.906516,duplicate,D2
pair_4299,all-minilm_latest,0.136935,not_duplicate,D4
pair_3357,all-minilm_latest,0.366674,not_duplicate,D4
pair_1279,all-minilm_latest,0.830725,duplicate,D2
pair_1513,all-minilm_latest,0.943829,duplicate,D2
pair_2283,all-minilm_latest,0.952837,duplicate,D2
pair_1379,all-minilm_latest,0.904373,duplicate,D2
pair_1461,all-minilm_latest,0.898413,duplicate,D2
pair_4469,all-minilm_latest,0.160316,not_duplicate,D4
pair_2496,all-minilm_latest,0.186133,not_duplicate,D3
pair_1148,all-minilm_latest,0.843983,duplicate,D2
pair_1667,all-minilm_latest,0.838772,duplicate,D2
pair_1183,all-minilm_latest,0.734308,duplicate,D2
pair_4264,all-minilm_latest,0.32866,not_duplicate,D4
pair_3916,all-minilm_latest,0.073791,not_duplicate,D4
pair_4452,all-minilm_latest,0.133802,not_duplicate,D4
pair_3912,all-minilm_latest,0.229253,not_duplicate,D4
pair_1828,all-minilm_latest,0.962241,duplicate,D2
pair_0930,all-minilm_latest,0.776466,duplicate,D2
pair_4328,all-minilm_latest,0.147823,not_duplicate,D4
pair_2453,all-minilm_latest,0.887321,duplicate,D2
pair_3132,all-minilm_latest,0.171575,not_duplicate,D4
pair_0696,all-minilm_latest,0.890148,duplicate,D2
pair_3259,all-minilm_latest,0.149527,not_duplicate,D4
pair_2556,all-minilm_latest,0.267242,not_duplicate,D3
pair_0155,all-minilm_latest,0.567106,duplicate,D2
pair_1115,all-minilm_latest,0.799626,duplicate,D2
pair_0216,all-minilm_latest,0.715464,duplicate,D2
pair_1028,all-minilm_latest,0.819852,duplicate,D2
pair_0343,all-minilm_latest,0.793522,duplicate,D2
pair_3692,all-minilm_latest,0.486806,not_duplicate,D4
pair_1467,all-minilm_latest,0.831951,duplicate,D2
pair_4453,all-minilm_latest,0.37764,not_duplicate,D4
pair_1182,all-minilm_latest,0.8856,duplicate,D2
pair_4472,all-minilm_latest,0.218493,not_duplicate,D4
pair_1847,all-minilm_latest,0.939069,duplicate,D2
pair_3071,all-minilm_latest,0.325162,not_duplicate,D3
pair_2730,all-minilm_latest,0.150864,not_duplicate,D3
pair_3506,all-minilm_latest,0.532803,not_duplicate,D4
pair_1929,all-minilm_latest,0.85383,duplicate,D2
pair_2257,all-minilm_latest,0.895727,duplicate,D2
pair_2758,all-minilm_latest,0.256398,not_duplicate,D3
pair_3307,all-minilm_latest,0.396703,not_duplicate,D4
pair_0335,all-minilm_latest,0.807848,duplicate,D2
pair_1731,all-minilm_latest,0.952284,duplicate,D2
pair_4296,all-minilm_latest,0.423932,not_duplicate,D4
pair_3978,all-minilm_latest,0.128615,not_duplicate,D4
pair_3887,all-minilm_latest,0.132634,not_duplicate,D4
pair_2552,all-minilm_latest,0.246781,not_duplicate,D3
pair_1263,all-minilm_latest,0.892362,duplicate,D2
pair_2252,all-minilm_latest,0.91045,duplicate,D2
pair_2837,all-minilm_latest,0.150211,not_duplicate,D3
pair_4400,all-minilm_latest,0.233467,not_duplicate,D4
pair_2437,all-minilm_latest,0.939882,duplicate,D2
pair_3252,all-minilm_latest,0.446874,not_duplicate,D4
pair_2781,all-minilm_latest,0.171645,not_duplicate,D3
pair_0591,all-minilm_latest,0.92083,duplicate,D2
pair_3911,all-minilm_latest,0.102363,not_duplicate,D4
pair_1415,all-minilm_latest,0.895811,duplicate,D2
pair_4206,all-minilm_latest,0.254015,not_duplicate,D4
pair_2934,all-minilm_latest,0.296967,not_duplicate,D3
pair_3977,all-minilm_latest,0.452641,not_duplicate,D4
pair_1458,all-minilm_latest,0.746836,duplicate,D2
pair_4162,all-minilm_latest,0.418176,not_duplicate,D4
pair_4198,all-minilm_latest,0.466633,not_duplicate,D4
pair_3029,all-minilm_latest,0.369752,not_duplicate,D3
pair_4149,all-minilm_latest,0.406744,not_duplicate,D4
pair_2274,all-minilm_latest,0.949872,duplicate,D2
pair_3195,all-minilm_latest,0.195905,not_duplicate,D4
pair_0646,all-minilm_latest,0.846806,duplicate,D2
pair_4226,all-minilm_latest,0.433893,not_duplicate,D4
pair_3728,all-minilm_latest,0.274724,not_duplicate,D4
pair_0154,all-minilm_latest,0.684937,duplicate,D2
pair_1629,all-minilm_latest,0.967351,duplicate,D2
pair_2138,all-minilm_latest,0.946737,duplicate,D2
pair_3302,all-minilm_latest,0.257725,not_duplicate,D4
pair_3051,all-minilm_latest,0.148523,not_duplicate,D3
pair_3413,all-minilm_latest,0.057839,not_duplicate,D4
pair_4130,all-minilm_latest,0.194152,not_duplicate,D4
pair_3410,all-minilm_latest,0.598127,not_duplicate,D4
pair_0932,all-minilm_latest,0.729604,duplicate,D2
pair_1823,all-minilm_latest,0.957909,duplicate,D2
pair_3234,all-minilm_latest,-0.056112,not_duplicate,D4
pair_2868,all-minilm_latest,0.378927,not_duplicate,D3
pair_2711,all-minilm_latest,0.652808,not_duplicate,D3
pair_1936,all-minilm_latest,0.973246,duplicate,D2
pair_1520,all-minilm_latest,0.9405,duplicate,D2
pair_3955,all-minilm_latest,0.171292,not_duplicate,D4
pair_2353,all-minilm_latest,0.923948,duplicate,D2
pair_4073,all-minilm_latest,0.205205,not_duplicate,D4
pair_2947,all-minilm_latest,0.474544,not_duplicate,D3
pair_2005,all-minilm_latest,0.891305,duplicate,D2
pair_1500,all-minilm_latest,0.912414,duplicate,D2
pair_1354,all-minilm_latest,0.907024,duplicate,D2
pair_1838,all-minilm_latest,0.952843,duplicate,D2
pair_1897,all-minilm_latest,0.93061,duplicate,D2
pair_3678,all-minilm_latest,0.434955,not_duplicate,D4
pair_2326,all-minilm_latest,0.887225,duplicate,D2
pair_4441,all-minilm_latest,0.501135,not_duplicate,D4
pair_4269,all-minilm_latest,0.207955,not_duplicate,D4
pair_1948,all-minilm_latest,0.897247,duplicate,D2
pair_3759,all-minilm_latest,0.535684,not_duplicate,D4
pair_0690,all-minilm_latest,0.834299,duplicate,D2
pair_0489,all-minilm_latest,0.753233,duplicate,D2
pair_0305,all-minilm_latest,0.794597,duplicate,D2
pair_2857,all-minilm_latest,0.410453,not_duplicate,D3
pair_4096,all-minilm_latest,0.526235,not_duplicate,D4
pair_0373,all-minilm_latest,0.873256,duplicate,D2
pair_2468,all-minilm_latest,0.909364,duplicate,D2
pair_0671,all-minilm_latest,0.772628,duplicate,D2
pair_0800,all-minilm_latest,0.901794,duplicate,D2
pair_3482,all-minilm_latest,0.197162,not_duplicate,D4
pair_0611,all-minilm_latest,0.886231,duplicate,D2
pair_2059,all-minilm_latest,0.95139,duplicate,D2
pair_0674,all-minilm_latest,0.831284,duplicate,D2
pair_0893,all-minilm_latest,0.836133,duplicate,D2
pair_1772,all-minilm_latest,0.929454,duplicate,D2
pair_1064,all-minilm_latest,0.860983,duplicate,D2
pair_0065,all-minilm_latest,0.721066,duplicate,D2
pair_1804,all-minilm_latest,0.943359,duplicate,D2
pair_1468,all-minilm_latest,0.941898,duplicate,D2
pair_3461,all-minilm_latest,0.165708,not_duplicate,D4
pair_0390,all-minilm_latest,0.752847,duplicate,D2
pair_1765,all-minilm_latest,0.902462,duplicate,D2
pair_3743,all-minilm_latest,0.265991,not_duplicate,D4
pair_2388,all-minilm_latest,0.940744,duplicate,D2
pair_1256,all-minilm_latest,0.580094,duplicate,D2
pair_0625,all-minilm_latest,0.605667,duplicate,D2
pair_2214,all-minilm_latest,0.978963,duplicate,D2
pair_2104,all-minilm_latest,0.923581,duplicate,D2
pair_2809,all-minilm_latest,0.351915,not_duplicate,D3
pair_2200,all-minilm_latest,0.896991,duplicate,D2
