model,pair_id,error_type,cosine_score,threshold,report_a_id,report_b_id,title_a,title_b,component_a,component_b
all-minilm_latest,pair_2624,false_positive,0.715879,0.62,gh_1992582481,gh_1465982477,@for ExpressionChangedAfterItHasBeenCheckedError,Component's host directives should be able to inject its `ChangeDetectorRef`,github_issue,github_issue
all-minilm_latest,pair_2797,false_positive,0.712967,0.62,gh_1983929292,gh_1820495894,`effect` and `computed` throws circular dependency when `ErrorHandler` creates `,Attribute two way binding not working with `$any` and error is unclear,github_issue,github_issue
all-minilm_latest,pair_2956,false_positive,0.6999,0.62,sdk_network_timeout_05,sdk_rate_limit_429_08,"api request timed out, got aborterror after waiting","Too many request send at same time, some fail",api,api
all-minilm_latest,pair_2870,false_positive,0.678816,0.62,sdk_cors_error_05,sdk_network_timeout_06,"cant fetch from external api, browser blocks it with cors eror",Unable to complete action — request timed out,api,api
all-minilm_latest,pair_2809,false_positive,0.639985,0.62,sdk_network_timeout_08,sdk_rate_limit_429_00,"Request to API fail because timeout, abort signal fire",Rapid request stress test: 10 requests fired,api,api
all-minilm_latest,pair_2617,false_positive,0.661124,0.62,sdk_network_timeout_01,sdk_rate_limit_429_02,API request aborted after timeout — AbortController cancellation,High-frequency request pattern causes API instability,api,api
all-minilm_latest,pair_2875,false_positive,0.641012,0.62,syn_stale_cache_01,syn_service_worker_stale_05,Dashboard shows old data after deploy,"users see old version of app after we depoly new one, have to hard refesh",state_management,state_management
all-minilm_latest,pair_2593,false_positive,0.743838,0.62,gh_3051783603,gh_1572705692,AoT testing fails with ViewContainerRef.createComponent and overrideComponent,`ng g @angular/core:standalone` should not move `RouterTestingModule.withRoutes(,github_issue,github_issue
all-minilm_latest,pair_2559,false_positive,0.660409,0.62,gh_1820495894,gh_1314696445,Attribute two way binding not working with `$any` and error is unclear,propName.toLowerCase is not a function,github_issue,github_issue
all-minilm_latest,pair_2973,false_positive,0.641796,0.62,sdk_checkout_crash_00,sdk_form_crash_03,Checkout payment crash: Cannot read properties of undefined (reading 'processPay,Checkout form crashes with empty fields,checkout,checkout
all-minilm_latest,pair_2600,false_positive,0.988259,0.62,gh_3858030854,gh_3835902957,[Unhandled Error] Cannot read properties of undefined (reading 'getViewLineMinCo,[Unhandled Error] Cannot read properties of undefined (reading 'getViewLineMinCo,github_issue,github_issue
all-minilm_latest,pair_2994,false_positive,0.653307,0.62,sdk_cors_error_00,sdk_network_timeout_09,CORS error: cross-origin request blocked,API timeout — request aborted,api,api
all-minilm_latest,pair_2583,false_positive,0.639435,0.62,sdk_network_timeout_06,sdk_rate_limit_429_02,Unable to complete action — request timed out,High-frequency request pattern causes API instability,api,api
all-minilm_latest,pair_2838,false_positive,0.621761,0.62,gh_4197186884,gh_3848370593,execution_subagent is broken: Invalid schema for function 'run_in_terminal': sch,Failed to open chat session: Cannot read properties of undefined (reading 'getTo,github_issue,github_issue
all-minilm_latest,pair_3002,false_positive,0.694663,0.62,syn_stale_cache_00,syn_service_worker_stale_04,Users see outdated dashboard data after deployment,Service wokrer caching tooo agggressively after deploy,state_management,state_management
all-minilm_latest,pair_2942,false_positive,0.795951,0.62,syn_stale_cache_09,syn_service_worker_stale_08,Users see stale dashboard data after new deployment,"After deploy, user see old page because service worker cache not update",state_management,state_management
all-minilm_latest,pair_2612,false_positive,0.706604,0.62,gh_2216662389,gh_1994800778,Uncaught Error: ASSERTION ERROR: NodeInjector must have some connection to the m,fix(dev-tools): error injector configuration issue,github_issue,github_issue
all-minilm_latest,pair_2674,false_positive,0.632779,0.62,gh_2040036470,gh_1572705692,Serving from subpath broken in Angular v17,`ng g @angular/core:standalone` should not move `RouterTestingModule.withRoutes(,github_issue,github_issue
all-minilm_latest,pair_3054,false_positive,0.705294,0.62,sdk_cors_error_04,sdk_network_timeout_00,CORS blocking the API request,Network request failed: AbortError,api,api
all-minilm_latest,pair_2497,false_positive,0.663536,0.62,sdk_checkout_crash_09,sdk_form_crash_03,Checkout payment crash on submit,Checkout form crashes with empty fields,checkout,checkout
all-minilm_latest,pair_3038,false_positive,0.683618,0.62,gh_3987748572,gh_3821452975,Build failed: ENOENT vscode.js-debug-companion/SECURITY.md,"ENOENT: no such file or directory, scandir",github_issue,github_issue
all-minilm_latest,pair_2547,false_positive,0.639426,0.62,sdk_json_parse_crash_06,sdk_network_timeout_06,Settings page shows error after API returns corrupted data,Unable to complete action — request timed out,api,api
all-minilm_latest,pair_3071,false_positive,0.685178,0.62,sdk_cors_error_09,sdk_network_timeout_05,CORS blocks external API fetch,"api request timed out, got aborterror after waiting",api,api
all-minilm_latest,pair_2961,false_positive,0.640066,0.62,sdk_cors_error_04,sdk_network_timeout_07,CORS blocking the API request,Network failure: AbortController triggered after 2s timeout on unresponsive endp,api,api
all-minilm_latest,pair_2936,false_positive,0.695262,0.62,sdk_network_timeout_08,sdk_rate_limit_429_04,"Request to API fail because timeout, abort signal fire",API chokes on rapid requests,api,api
all-minilm_latest,pair_2828,false_positive,0.741887,0.62,syn_stale_cache_07,syn_service_worker_stale_04,Cache-first SW strategy breaks on redeploy,Service wokrer caching tooo agggressively after deploy,state_management,state_management
all-minilm_latest,pair_2543,false_positive,0.706965,0.62,sdk_network_timeout_08,sdk_rate_limit_429_03,"Request to API fail because timeout, abort signal fire",Fired too many requests too fast — some failed,api,api
all-minilm_latest,pair_2545,false_positive,0.705868,0.62,gh_4202563980,gh_3857816715,[Unhandled Error] Cannot read properties of undefined (reading 'element'),[Unhandled Error] Cannot read properties of undefined (reading 'getViewLineMinCo,github_issue,github_issue
all-minilm_latest,pair_2812,false_positive,0.809641,0.62,syn_stale_cache_06,syn_service_worker_stale_06,Stale service worker cache persists across deployments,Post-deployment issue: cached content not invalidated by service worker,state_management,state_management
all-minilm_latest,pair_2857,false_positive,0.648085,0.62,gh_1983929292,gh_1399336481,`effect` and `computed` throws circular dependency when `ErrorHandler` creates `,`$localize` is not found after `ng add` with cli v15.0.0-next.4 and ng v15.0.0-n,github_issue,github_issue
all-minilm_latest,pair_2495,false_positive,0.706368,0.62,gh_4066590605,gh_3907931032,[Unhandled Error] Illegal argument,[Regression] [Unhandled Error] [UriError]: Scheme contains illegal characters.,github_issue,github_issue
all-minilm_latest,pair_2721,false_positive,0.656545,0.62,gh_4202563980,gh_3848370593,[Unhandled Error] Cannot read properties of undefined (reading 'element'),Failed to open chat session: Cannot read properties of undefined (reading 'getTo,github_issue,github_issue
all-minilm_latest,pair_2501,false_positive,0.663367,0.62,sdk_cors_error_05,sdk_network_timeout_02,"cant fetch from external api, browser blocks it with cors eror",AbortError: fetch cancelled due to network timeout,api,api
all-minilm_latest,pair_2637,false_positive,0.624146,0.62,gh_2048336256,gh_1934753530,Passing a trackBy function as input doesn't work with new control flow,Parser error for line break when creating composite key using @for,github_issue,github_issue
all-minilm_latest,pair_1195,false_negative,0.5736,0.62,syn_password_reveal_crash_03,syn_password_reveal_crash_04,Eye icon on password field crashes the form when empty,Passowrd toggle beraks if you haven't typed anything,js_error,js_error
all-minilm_latest,pair_0838,false_negative,0.548037,0.62,syn_a11y_focus_trap_03,syn_a11y_focus_trap_06,Screen reader can access content behind open modal,WCAG violation: dialog doesn't trap keyboard focus,css_ui,css_ui
all-minilm_latest,pair_0178,false_negative,0.555854,0.62,syn_dark_mode_flash_05,syn_dark_mode_flash_06,annoying falshin gwhn switching pages in ddark mode,Flash of unstyled content with dark color scheme,css_ui,css_ui
all-minilm_latest,pair_0049,false_negative,0.567307,0.62,syn_checkout_coupon_06,syn_checkout_coupon_09,Checkout regression: discount codes disable submit,Оформление заказа не работает с купоном,ui_interaction,ui_interaction
all-minilm_latest,pair_0261,false_negative,0.597044,0.62,syn_search_empty_state_03,syn_search_empty_state_08,Visual glitch: search results disappear and reappear,SearchResults component: batching issue causes flicker,state_management,state_management
all-minilm_latest,pair_0155,false_negative,0.567106,0.62,syn_dark_mode_flash_01,syn_dark_mode_flash_05,FOUC in dark theme during navigation,annoying falshin gwhn switching pages in ddark mode,css_ui,css_ui
all-minilm_latest,pair_1333,false_negative,0.543959,0.62,syn_service_worker_stale_03,syn_service_worker_stale_08,Deployed new version but users still see old one,"After deploy, user see old page because service worker cache not update",state_management,state_management
all-minilm_latest,pair_0168,false_negative,0.540569,0.62,syn_dark_mode_flash_03,syn_dark_mode_flash_05,Dark mode: visible white gap during route change,annoying falshin gwhn switching pages in ddark mode,css_ui,css_ui
all-minilm_latest,pair_0172,false_negative,0.592139,0.62,syn_dark_mode_flash_03,syn_dark_mode_flash_09,Dark mode: visible white gap during route change,Light theme bleeds through during page changes,css_ui,css_ui
all-minilm_latest,pair_1256,false_negative,0.580094,0.62,syn_video_autoplay_blocked_06,syn_video_autoplay_blocked_08,Customer-facing: hero section appears broken with black video frame,"Video on homepage not play, show black box, no button to click",ui_interaction,ui_interaction
all-minilm_latest,pair_0052,false_negative,0.557234,0.62,syn_checkout_coupon_08,syn_checkout_coupon_09,Payment button frozen after promo applied,Оформление заказа не работает с купоном,ui_interaction,ui_interaction
all-minilm_latest,pair_0260,false_negative,0.580255,0.62,syn_search_empty_state_03,syn_search_empty_state_07,Visual glitch: search results disappear and reappear,Debounced search shows intermediate empty state,state_management,state_management
all-minilm_latest,pair_0039,false_negative,0.39161,0.62,syn_checkout_coupon_04,syn_checkout_coupon_06,Cupon berask checkout CTA,Checkout regression: discount codes disable submit,ui_interaction,ui_interaction
all-minilm_latest,pair_0625,false_negative,0.605667,0.62,syn_dropdown_z_index_05,syn_dropdown_z_index_07,dropdown menu goes behind th header when i scroll down,z-index conflict: action dropdown vs sticky <thead>,css_ui,css_ui
all-minilm_latest,pair_1307,false_negative,0.467609,0.62,syn_service_worker_stale_00,syn_service_worker_stale_03,App shows outdated content after deploy — service worker cache stale,Deployed new version but users still see old one,state_management,state_management
all-minilm_latest,pair_1331,false_negative,0.488392,0.62,syn_service_worker_stale_03,syn_service_worker_stale_06,Deployed new version but users still see old one,Post-deployment issue: cached content not invalidated by service worker,state_management,state_management
all-minilm_latest,pair_0048,false_negative,0.549261,0.62,syn_checkout_coupon_06,syn_checkout_coupon_08,Checkout regression: discount codes disable submit,Payment button frozen after promo applied,ui_interaction,ui_interaction
all-minilm_latest,pair_0840,false_negative,0.524562,0.62,syn_a11y_focus_trap_03,syn_a11y_focus_trap_08,Screen reader can access content behind open modal,a11y focus trap missing on modal component,css_ui,css_ui
all-minilm_latest,pair_0160,false_negative,0.616768,0.62,syn_dark_mode_flash_02,syn_dark_mode_flash_03,Screen flickers white between pages (dark mode),Dark mode: visible white gap during route change,css_ui,css_ui
all-minilm_latest,pair_0796,false_negative,0.610566,0.62,syn_stale_cache_03,syn_stale_cache_08,Outdated numbers on dashboard after new release,"Service worker: skipWaiting not called, cache persists",state_management,state_management
all-minilm_latest,pair_1329,false_negative,0.435416,0.62,syn_service_worker_stale_03,syn_service_worker_stale_04,Deployed new version but users still see old one,Service wokrer caching tooo agggressively after deploy,state_management,state_management
all-minilm_latest,pair_1153,false_negative,0.567589,0.62,syn_drag_drop_ghost_03,syn_drag_drop_ghost_07,Ghost card stays on screen after dropping in kanban,Kanban DnD: dragend handler doesn't remove preview clone from DOM,css_ui,css_ui
all-minilm_latest,pair_0047,false_negative,0.54089,0.62,syn_checkout_coupon_06,syn_checkout_coupon_07,Checkout regression: discount codes disable submit,Bug: impossible to order when coupon is used,ui_interaction,ui_interaction
all-minilm_latest,pair_1236,false_negative,0.590254,0.62,syn_video_autoplay_blocked_02,syn_video_autoplay_blocked_06,Unhandled play() rejection: video autoplay fails without fallback UI,Customer-facing: hero section appears broken with black video frame,ui_interaction,ui_interaction
all-minilm_latest,pair_0543,false_negative,0.589235,0.62,syn_ssr_hydration_mismatch_07,syn_ssr_hydration_mismatch_08,Hydration failed: number format inconsistency in SSR,Next.js: throwOnHydrationMismatch for price display,react_specific,react_specific
all-minilm_latest,pair_0042,false_negative,0.49886,0.62,syn_checkout_coupon_04,syn_checkout_coupon_09,Cupon berask checkout CTA,Оформление заказа не работает с купоном,ui_interaction,ui_interaction
all-minilm_latest,pair_0043,false_negative,0.582178,0.62,syn_checkout_coupon_05,syn_checkout_coupon_06,klick on 'place order' does nothing with coupon,Checkout regression: discount codes disable submit,ui_interaction,ui_interaction
all-minilm_latest,pair_0837,false_negative,0.501982,0.62,syn_a11y_focus_trap_03,syn_a11y_focus_trap_05,Screen reader can access content behind open modal,can tab to elements behind the opup with keyboard,css_ui,css_ui
all-minilm_latest,pair_0173,false_negative,0.615976,0.62,syn_dark_mode_flash_04,syn_dark_mode_flash_05,Theme persistence broken on page nnavigation,annoying falshin gwhn switching pages in ddark mode,css_ui,css_ui
all-minilm_latest,pair_1188,false_negative,0.590291,0.62,syn_password_reveal_crash_02,syn_password_reveal_crash_03,TypeError in password visibility toggle when input is untouched,Eye icon on password field crashes the form when empty,js_error,js_error
all-minilm_latest,pair_0032,false_negative,0.579665,0.62,syn_checkout_coupon_03,syn_checkout_coupon_04,Order submission broken by coupon feature,Cupon berask checkout CTA,ui_interaction,ui_interaction
all-minilm_latest,pair_1322,false_negative,0.383647,0.62,syn_service_worker_stale_02,syn_service_worker_stale_03,Stale service worker cache: no versioning or cache-busting strategy,Deployed new version but users still see old one,state_management,state_management
all-minilm_latest,pair_0031,false_negative,0.477033,0.62,syn_checkout_coupon_02,syn_checkout_coupon_09,Cannot complete purchase with promo code active,Оформление заказа не работает с купоном,ui_interaction,ui_interaction
all-minilm_latest,pair_1334,false_negative,0.499788,0.62,syn_service_worker_stale_03,syn_service_worker_stale_09,Deployed new version but users still see old one,SW serves stale content after deploy,state_management,state_management
all-minilm_latest,pair_0181,false_negative,0.574294,0.62,syn_dark_mode_flash_05,syn_dark_mode_flash_09,annoying falshin gwhn switching pages in ddark mode,Light theme bleeds through during page changes,css_ui,css_ui
all-minilm_latest,pair_1198,false_negative,0.604421,0.62,syn_password_reveal_crash_03,syn_password_reveal_crash_07,Eye icon on password field crashes the form when empty,Null reference in togglePasswordVisibility: input.value is null,js_error,js_error
all-minilm_latest,pair_0179,false_negative,0.6034,0.62,syn_dark_mode_flash_05,syn_dark_mode_flash_07,annoying falshin gwhn switching pages in ddark mode,White background blink on dark mode transitions,css_ui,css_ui
all-minilm_latest,pair_0122,false_negative,0.601854,0.62,syn_infinite_scroll_memory_03,syn_infinite_scroll_memory_04,Browser tab crashes after extensive scrolling,Innfinite scroll causes OOM on feed page,performance,performance
all-minilm_latest,pair_0021,false_negative,0.555382,0.62,syn_checkout_coupon_01,syn_checkout_coupon_06,Place Order btn dead after discount code,Checkout regression: discount codes disable submit,ui_interaction,ui_interaction
all-minilm_latest,pair_1315,false_negative,0.555582,0.62,syn_service_worker_stale_01,syn_service_worker_stale_03,Users see old UI after deploy — service worker serves cached version,Deployed new version but users still see old one,state_management,state_management
all-minilm_latest,pair_0257,false_negative,0.61842,0.62,syn_search_empty_state_03,syn_search_empty_state_04,Visual glitch: search results disappear and reappear,Search UX broken — flashing empty state,state_management,state_management
all-minilm_latest,pair_0045,false_negative,0.576677,0.62,syn_checkout_coupon_05,syn_checkout_coupon_08,klick on 'place order' does nothing with coupon,Payment button frozen after promo applied,ui_interaction,ui_interaction
all-minilm_latest,pair_0839,false_negative,0.616786,0.62,syn_a11y_focus_trap_03,syn_a11y_focus_trap_07,Screen reader can access content behind open modal,Accessibility: focus escapes dialog boundary,css_ui,css_ui
all-minilm_latest,pair_1332,false_negative,0.417884,0.62,syn_service_worker_stale_03,syn_service_worker_stale_07,Deployed new version but users still see old one,Service worker: stale-while-revalidate without version hash causes post-deploy s,state_management,state_management
all-minilm_latest,pair_0170,false_negative,0.604683,0.62,syn_dark_mode_flash_03,syn_dark_mode_flash_07,Dark mode: visible white gap during route change,White background blink on dark mode transitions,css_ui,css_ui
all-minilm_latest,pair_1233,false_negative,0.578852,0.62,syn_video_autoplay_blocked_02,syn_video_autoplay_blocked_03,Unhandled play() rejection: video autoplay fails without fallback UI,Black box where the hero video should be,ui_interaction,ui_interaction
all-minilm_latest,pair_0836,false_negative,0.563216,0.62,syn_a11y_focus_trap_03,syn_a11y_focus_trap_04,Screen reader can access content behind open modal,Missing focus trpa in settings dialog,css_ui,css_ui
bge-m3_latest,pair_2822,false_positive,0.69995,0.68,syn_stale_cache_08,syn_service_worker_stale_02,"Service worker: skipWaiting not called, cache persists",Stale service worker cache: no versioning or cache-busting strategy,state_management,state_management
bge-m3_latest,pair_2507,false_positive,0.69067,0.68,syn_modal_scroll_lock_02,syn_a11y_focus_trap_03,Touch scrolling passes through modal on iPhone,Screen reader can access content behind open modal,css_ui,css_ui
bge-m3_latest,pair_2704,false_positive,0.738978,0.68,sdk_api_500_02,sdk_broken_image_07,HTTP error from /products blocks product page rendering,Asset 404: headphones.png not found on image server,product,product
bge-m3_latest,pair_2754,false_positive,0.702636,0.68,sdk_api_500_06,sdk_broken_image_08,Customer complaint: product catalog shows empty page,"Product image not load, show broken picture icon",product,product
bge-m3_latest,pair_2607,false_positive,0.731073,0.68,sdk_api_500_08,sdk_broken_image_07,"Product page not show any item, API give error",Asset 404: headphones.png not found on image server,product,product
bge-m3_latest,pair_2980,false_positive,0.738882,0.68,sdk_slow_page_06,sdk_rage_clicks_06,Poor user experience: orders page has unacceptable load time,Cannot place order — submit button appears broken,orders,orders
bge-m3_latest,pair_2714,false_positive,0.730673,0.68,sdk_checkout_crash_05,sdk_form_crash_08,chekout form crashes when procesing payemnt,"Form crash when submit empty, no validation show",checkout,checkout
bge-m3_latest,pair_3065,false_positive,0.720188,0.68,gh_4204646214,gh_4005084462,"Bug: 400 ""messages: text content blocks must contain non-whitespace text"" for Cl",Claude agent doesn't work with context editing enabled,github_issue,github_issue
bge-m3_latest,pair_2589,false_positive,0.711078,0.68,gh_3857816715,gh_3829594271,[Unhandled Error] Cannot read properties of undefined (reading 'getViewLineMinCo,Chat: Cannot read properties of undefined (reading 'toString'),github_issue,github_issue
bge-m3_latest,pair_2720,false_positive,0.817384,0.68,syn_stale_cache_01,syn_service_worker_stale_00,Dashboard shows old data after deploy,App shows outdated content after deploy — service worker cache stale,state_management,state_management
bge-m3_latest,pair_2566,false_positive,0.774586,0.68,syn_stale_cache_06,syn_service_worker_stale_09,Stale service worker cache persists across deployments,SW serves stale content after deploy,state_management,state_management
bge-m3_latest,pair_2578,false_positive,0.742957,0.68,sdk_api_500_03,sdk_broken_image_09,Products page is blank — API is broken,Headphones image 404,product,product
bge-m3_latest,pair_2881,false_positive,0.694978,0.68,syn_stale_cache_08,syn_service_worker_stale_07,"Service worker: skipWaiting not called, cache persists",Service worker: stale-while-revalidate without version hash causes post-deploy s,state_management,state_management
bge-m3_latest,pair_2548,false_positive,0.690301,0.68,sdk_json_parse_crash_03,sdk_rate_limit_429_04,Settings page breaks — bad JSON from API,API chokes on rapid requests,api,api
bge-m3_latest,pair_3074,false_positive,0.732044,0.68,sdk_cors_error_05,sdk_network_timeout_09,"cant fetch from external api, browser blocks it with cors eror",API timeout — request aborted,api,api
bge-m3_latest,pair_2966,false_positive,0.835714,0.68,gh_4202563980,gh_3858326964,[Unhandled Error] Cannot read properties of undefined (reading 'element'),[Unhandled Error] Cannot read properties of undefined (reading 'normalizePositio,github_issue,github_issue
bge-m3_latest,pair_2779,false_positive,0.71286,0.68,sdk_checkout_crash_05,sdk_form_crash_00,chekout form crashes when procesing payemnt,Form validation crash: Cannot read properties of undefined (reading 'toUpperCase,checkout,checkout
bge-m3_latest,pair_2825,false_positive,0.69496,0.68,sdk_api_500_01,sdk_broken_image_03,Product listing fails to load — API returns error status,Headphones product shows broken image icon,product,product
bge-m3_latest,pair_2870,false_positive,0.719749,0.68,sdk_cors_error_05,sdk_network_timeout_06,"cant fetch from external api, browser blocks it with cors eror",Unable to complete action — request timed out,api,api
bge-m3_latest,pair_2921,false_positive,0.7759,0.68,gh_4139328820,gh_3858326964,[Unhandled Error] Uncaught TypeError: Cannot read properties of undefined (readi,[Unhandled Error] Cannot read properties of undefined (reading 'normalizePositio,github_issue,github_issue
bge-m3_latest,pair_2875,false_positive,0.751433,0.68,syn_stale_cache_01,syn_service_worker_stale_05,Dashboard shows old data after deploy,"users see old version of app after we depoly new one, have to hard refesh",state_management,state_management
bge-m3_latest,pair_2687,false_positive,0.689562,0.68,syn_stale_cache_00,syn_service_worker_stale_09,Users see outdated dashboard data after deployment,SW serves stale content after deploy,state_management,state_management
bge-m3_latest,pair_2973,false_positive,0.806735,0.68,sdk_checkout_crash_00,sdk_form_crash_03,Checkout payment crash: Cannot read properties of undefined (reading 'processPay,Checkout form crashes with empty fields,checkout,checkout
bge-m3_latest,pair_2600,false_positive,0.993806,0.68,gh_3858030854,gh_3835902957,[Unhandled Error] Cannot read properties of undefined (reading 'getViewLineMinCo,[Unhandled Error] Cannot read properties of undefined (reading 'getViewLineMinCo,github_issue,github_issue
bge-m3_latest,pair_2739,false_positive,0.739375,0.68,gh_3939686094,gh_3906017378,Cannot read properties of undefined (reading 'replace'),[Unhandled Error] Cannot read properties of undefined (reading 'getViewLineMinCo,github_issue,github_issue
bge-m3_latest,pair_2994,false_positive,0.700618,0.68,sdk_cors_error_00,sdk_network_timeout_09,CORS error: cross-origin request blocked,API timeout — request aborted,api,api
bge-m3_latest,pair_3002,false_positive,0.770772,0.68,syn_stale_cache_00,syn_service_worker_stale_04,Users see outdated dashboard data after deployment,Service wokrer caching tooo agggressively after deploy,state_management,state_management
bge-m3_latest,pair_2670,false_positive,0.687295,0.68,sdk_cors_error_03,sdk_rate_limit_429_07,External API call blocked by CORS,Burst traffic pattern: 10 rapid requests produces mixed status codes,api,api
bge-m3_latest,pair_2942,false_positive,0.812113,0.68,syn_stale_cache_09,syn_service_worker_stale_08,Users see stale dashboard data after new deployment,"After deploy, user see old page because service worker cache not update",state_management,state_management
bge-m3_latest,pair_2803,false_positive,0.681004,0.68,sdk_checkout_crash_07,sdk_form_crash_02,QA: checkout submit triggers unhandled TypeError in payment flow,Unhandled TypeError: name field validation assumes non-empty input,checkout,checkout
bge-m3_latest,pair_2612,false_positive,0.73749,0.68,gh_2216662389,gh_1994800778,Uncaught Error: ASSERTION ERROR: NodeInjector must have some connection to the m,fix(dev-tools): error injector configuration issue,github_issue,github_issue
bge-m3_latest,pair_3054,false_positive,0.707765,0.68,sdk_cors_error_04,sdk_network_timeout_00,CORS blocking the API request,Network request failed: AbortError,api,api
bge-m3_latest,pair_2972,false_positive,0.705631,0.68,gh_3835902957,gh_3829594271,[Unhandled Error] Cannot read properties of undefined (reading 'getViewLineMinCo,Chat: Cannot read properties of undefined (reading 'toString'),github_issue,github_issue
bge-m3_latest,pair_2497,false_positive,0.799282,0.68,sdk_checkout_crash_09,sdk_form_crash_03,Checkout payment crash on submit,Checkout form crashes with empty fields,checkout,checkout
bge-m3_latest,pair_3038,false_positive,0.728705,0.68,gh_3987748572,gh_3821452975,Build failed: ENOENT vscode.js-debug-companion/SECURITY.md,"ENOENT: no such file or directory, scandir",github_issue,github_issue
bge-m3_latest,pair_2872,false_positive,0.746812,0.68,gh_3939686094,gh_3906005988,Cannot read properties of undefined (reading 'replace'),[Unhandled Error] Cannot read properties of undefined (reading 'getViewLineMinCo,github_issue,github_issue
bge-m3_latest,pair_2858,false_positive,0.690642,0.68,sdk_cors_error_05,sdk_rate_limit_429_06,"cant fetch from external api, browser blocks it with cors eror","Application sends too many requests at once, some fail",api,api
bge-m3_latest,pair_2734,false_positive,0.694236,0.68,sdk_api_500_07,sdk_broken_image_00,Product API endpoint returns non-200: entire catalog unavailable,Broken product image: 404 on headphones.png,product,product
bge-m3_latest,pair_2936,false_positive,0.709885,0.68,sdk_network_timeout_08,sdk_rate_limit_429_04,"Request to API fail because timeout, abort signal fire",API chokes on rapid requests,api,api
bge-m3_latest,pair_2828,false_positive,0.790261,0.68,syn_stale_cache_07,syn_service_worker_stale_04,Cache-first SW strategy breaks on redeploy,Service wokrer caching tooo agggressively after deploy,state_management,state_management
bge-m3_latest,pair_2543,false_positive,0.71314,0.68,sdk_network_timeout_08,sdk_rate_limit_429_03,"Request to API fail because timeout, abort signal fire",Fired too many requests too fast — some failed,api,api
bge-m3_latest,pair_2545,false_positive,0.840894,0.68,gh_4202563980,gh_3857816715,[Unhandled Error] Cannot read properties of undefined (reading 'element'),[Unhandled Error] Cannot read properties of undefined (reading 'getViewLineMinCo,github_issue,github_issue
bge-m3_latest,pair_2812,false_positive,0.789023,0.68,syn_stale_cache_06,syn_service_worker_stale_06,Stale service worker cache persists across deployments,Post-deployment issue: cached content not invalidated by service worker,state_management,state_management
bge-m3_latest,pair_2721,false_positive,0.683016,0.68,gh_4202563980,gh_3848370593,[Unhandled Error] Cannot read properties of undefined (reading 'element'),Failed to open chat session: Cannot read properties of undefined (reading 'getTo,github_issue,github_issue
bge-m3_latest,pair_2634,false_positive,0.691655,0.68,sdk_json_parse_crash_08,sdk_rate_limit_429_03,"API send broken JSON, settings page crash when try to parse",Fired too many requests too fast — some failed,api,api
